repetition,scenario,family,attack,assumption_status,defense,truth_at_dispatch,verdict,payment_effect,unauthorized_payment,benign_completed,queries,query_cost,latency_ms,reason,ap2_verified
1,currency_substitution,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,2.7937,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
1,currency_substitution,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,2.8239,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
1,currency_substitution,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,2.9191,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
1,currency_substitution,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,2.6834,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
1,evidence_signature_tampering,cryptographic_integrity,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,4.2395,trusted agent semantic field,1
1,evidence_signature_tampering,cryptographic_integrity,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,54.225,provenance-blind signed majority,1
1,evidence_signature_tampering,cryptographic_integrity,1,within_model,TTL,0,DENY,0,0,0,0,0,2.9608,fixed-window evidence reuse,1
1,evidence_signature_tampering,cryptographic_integrity,1,within_model,FULL,0,STEP_UP,0,0,0,5,14,14.8343,full provenance-aware refresh,1
1,evidence_signature_tampering,cryptographic_integrity,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,7.9088,minimum-cost positive witness repair,1
1,evidence_signature_tampering,cryptographic_integrity,1,within_model,DFMR,0,STEP_UP,0,0,0,5,14,33.9631,decision-flip margin repair,1
1,ap2_token_tampering,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,0.0703,AP2 verification error: ValueError,0
1,ap2_token_tampering,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,0.0888,AP2 verification error: ValueError,0
1,ap2_token_tampering,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,0.0601,AP2 verification error: ValueError,0
1,ap2_token_tampering,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,0.0669,AP2 verification error: ValueError,0
1,ap2_token_tampering,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,0.0697,AP2 verification error: ValueError,0
1,ap2_token_tampering,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,0.0647,AP2 verification error: ValueError,0
1,ap2_nonce_replay,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,1.8956,AP2 verification error: ValueError,0
1,ap2_nonce_replay,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,1.3688,AP2 verification error: ValueError,0
1,ap2_nonce_replay,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,1.959,AP2 verification error: ValueError,0
1,ap2_nonce_replay,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,1.4093,AP2 verification error: ValueError,0
1,ap2_nonce_replay,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,1.2681,AP2 verification error: ValueError,0
1,ap2_nonce_replay,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,1.3617,AP2 verification error: ValueError,0
1,ap2_audience_confusion,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,0.9567,AP2 verification error: ValueError,0
1,ap2_audience_confusion,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,0.8901,AP2 verification error: ValueError,0
1,ap2_audience_confusion,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,0.8638,AP2 verification error: ValueError,0
1,ap2_audience_confusion,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,0.7948,AP2 verification error: ValueError,0
1,ap2_audience_confusion,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,0.8032,AP2 verification error: ValueError,0
1,ap2_audience_confusion,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,0.8387,AP2 verification error: ValueError,0
1,ap2_transaction_swap,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,1.5792,"AP2 constraint violation: Payment transaction_id mismatch: expected op-001-18-ap2_only-swap, got op-001-18-ap2_only",0
1,ap2_transaction_swap,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,2.5007,"AP2 constraint violation: Payment transaction_id mismatch: expected op-001-18-majority-swap, got op-001-18-majority",0
1,ap2_transaction_swap,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,1.6349,"AP2 constraint violation: Payment transaction_id mismatch: expected op-001-18-ttl-swap, got op-001-18-ttl",0
1,ap2_transaction_swap,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,1.6308,"AP2 constraint violation: Payment transaction_id mismatch: expected op-001-18-full-swap, got op-001-18-full",0
1,ap2_transaction_swap,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,1.8108,"AP2 constraint violation: Payment transaction_id mismatch: expected op-001-18-cwr-swap, got op-001-18-cwr",0
1,ap2_transaction_swap,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,1.9216,"AP2 constraint violation: Payment transaction_id mismatch: expected op-001-18-dfmr-swap, got op-001-18-dfmr",0
1,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,AP2_ONLY,0,ALLOW,1,1,0,0,0,15.3712,trusted agent semantic field,1
1,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,MAJORITY,0,ALLOW,1,1,0,5,14,65.3619,provenance-blind signed majority,1
1,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,TTL,0,DENY,0,0,0,0,0,1.674,fixed-window evidence reuse,1
1,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,FULL,0,ALLOW,1,1,0,5,14,77.4117,full provenance-aware refresh,1
1,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,CWR,0,ALLOW,1,1,0,2,5,48.1818,minimum-cost positive witness repair,1
1,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,DFMR,0,ALLOW,1,1,0,2,5,32.2046,decision-flip margin repair,1
1,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,AP2_ONLY,0,ALLOW,1,1,0,0,0,3.3698,trusted agent semantic field,1
1,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,MAJORITY,0,ALLOW,1,1,0,5,14,65.8211,provenance-blind signed majority,1
1,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,TTL,0,DENY,0,0,0,0,0,1.7156,fixed-window evidence reuse,1
1,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,FULL,0,STEP_UP,0,0,0,5,14,47.9319,full provenance-aware refresh,1
1,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,CWR,0,ALLOW,1,1,0,2,3,14.9557,minimum-cost positive witness repair,1
1,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,DFMR,0,ALLOW,1,1,0,2,3,20.5173,decision-flip margin repair,1
2,benign_standard,benign,0,within_model,AP2_ONLY,1,ALLOW,1,0,1,0,0,3.1696,trusted agent semantic field,1
2,benign_standard,benign,0,within_model,MAJORITY,1,ALLOW,1,0,1,5,14,50.5125,provenance-blind signed majority,1
2,benign_standard,benign,0,within_model,TTL,1,ALLOW,1,0,1,0,0,13.4336,fixed-window evidence reuse,1
2,benign_standard,benign,0,within_model,FULL,1,ALLOW,1,0,1,5,14,53.5405,full provenance-aware refresh,1
2,benign_standard,benign,0,within_model,CWR,1,ALLOW,1,0,1,0,0,13.0956,minimum-cost positive witness repair,1
2,benign_standard,benign,0,within_model,DFMR,1,ALLOW,1,0,1,0,0,13.8537,decision-flip margin repair,1
2,benign_cached,benign,0,within_model,AP2_ONLY,1,ALLOW,1,0,1,0,0,17.2251,trusted agent semantic field,1
2,benign_cached,benign,0,within_model,MAJORITY,1,ALLOW,1,0,1,5,14,66.3576,provenance-blind signed majority,1
2,benign_cached,benign,0,within_model,TTL,1,ALLOW,1,0,1,0,0,3.2007,fixed-window evidence reuse,1
2,benign_cached,benign,0,within_model,FULL,1,ALLOW,1,0,1,5,14,78.3865,full provenance-aware refresh,1
2,benign_cached,benign,0,within_model,CWR,1,ALLOW,1,0,1,0,0,4.0637,minimum-cost positive witness repair,1
2,benign_cached,benign,0,within_model,DFMR,1,ALLOW,1,0,1,0,0,3.125,decision-flip margin repair,1
2,benign_one_source_outage,outage,0,within_model,AP2_ONLY,1,ALLOW,1,0,1,0,0,17.8387,trusted agent semantic field,1
2,benign_one_source_outage,outage,0,within_model,MAJORITY,1,ALLOW,1,0,1,5,14,45.4626,provenance-blind signed majority,1
2,benign_one_source_outage,outage,0,within_model,TTL,1,ALLOW,1,0,1,0,0,2.9148,fixed-window evidence reuse,1
2,benign_one_source_outage,outage,0,within_model,FULL,1,ALLOW,1,0,1,5,14,6.8117,full provenance-aware refresh,1
2,benign_one_source_outage,outage,0,within_model,CWR,1,ALLOW,1,0,1,0,0,2.8562,minimum-cost positive witness repair,1
2,benign_one_source_outage,outage,0,within_model,DFMR,1,ALLOW,1,0,1,0,0,2.6906,decision-flip margin repair,1
2,benign_two_independent_outages,outage,0,within_model,AP2_ONLY,1,ALLOW,1,0,1,0,0,2.55,trusted agent semantic field,1
2,benign_two_independent_outages,outage,0,within_model,MAJORITY,1,ALLOW,1,0,1,5,14,38.7529,provenance-blind signed majority,1
2,benign_two_independent_outages,outage,0,within_model,TTL,1,ALLOW,1,0,1,0,0,2.8772,fixed-window evidence reuse,1
2,benign_two_independent_outages,outage,0,within_model,FULL,1,STEP_UP,0,0,0,5,14,57.6094,full provenance-aware refresh,1
2,benign_two_independent_outages,outage,0,within_model,CWR,1,STEP_UP,0,0,0,3,10,31.6423,minimum-cost positive witness repair,1
2,benign_two_independent_outages,outage,0,within_model,DFMR,1,STEP_UP,0,0,0,5,14,45.6049,decision-flip margin repair,1
2,prompt_injection,prompt_injection,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,2.6265,trusted agent semantic field,1
2,prompt_injection,prompt_injection,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,13.391,provenance-blind signed majority,1
2,prompt_injection,prompt_injection,1,within_model,TTL,0,DENY,0,0,0,0,0,1.7172,fixed-window evidence reuse,1
2,prompt_injection,prompt_injection,1,within_model,FULL,0,DENY,0,0,0,5,14,62.6404,full provenance-aware refresh,1
2,prompt_injection,prompt_injection,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,45.0322,minimum-cost positive witness repair,1
2,prompt_injection,prompt_injection,1,within_model,DFMR,0,DENY,0,0,0,0,0,1.9862,decision-flip margin repair,1
2,role_tag_injection,prompt_injection,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,13.442,trusted agent semantic field,1
2,role_tag_injection,prompt_injection,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,54.2055,provenance-blind signed majority,1
2,role_tag_injection,prompt_injection,1,within_model,TTL,0,DENY,0,0,0,0,0,1.7205,fixed-window evidence reuse,1
2,role_tag_injection,prompt_injection,1,within_model,FULL,0,DENY,0,0,0,5,14,45.1755,full provenance-aware refresh,1
2,role_tag_injection,prompt_injection,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,44.9248,minimum-cost positive witness repair,1
2,role_tag_injection,prompt_injection,1,within_model,DFMR,0,DENY,0,0,0,3,10,30.0706,decision-flip margin repair,1
2,semantic_substitution,semantic_substitution,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,7.4512,trusted agent semantic field,1
2,semantic_substitution,semantic_substitution,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,33.7982,provenance-blind signed majority,1
2,semantic_substitution,semantic_substitution,1,within_model,TTL,0,DENY,0,0,0,0,0,3.7818,fixed-window evidence reuse,1
2,semantic_substitution,semantic_substitution,1,within_model,FULL,0,DENY,0,0,0,5,14,63.5431,full provenance-aware refresh,1
2,semantic_substitution,semantic_substitution,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,7.7681,minimum-cost positive witness repair,1
2,semantic_substitution,semantic_substitution,1,within_model,DFMR,0,DENY,0,0,0,0,0,2.8284,decision-flip margin repair,1
2,shared_provenance,shared_provenance,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,5.5556,trusted agent semantic field,1
2,shared_provenance,shared_provenance,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,43.3464,provenance-blind signed majority,1
2,shared_provenance,shared_provenance,1,within_model,TTL,0,DENY,0,0,0,0,0,2.6609,fixed-window evidence reuse,1
2,shared_provenance,shared_provenance,1,within_model,FULL,0,DENY,0,0,0,5,14,14.2684,full provenance-aware refresh,1
2,shared_provenance,shared_provenance,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,6.6221,minimum-cost positive witness repair,1
2,shared_provenance,shared_provenance,1,within_model,DFMR,0,DENY,0,0,0,3,10,24.1095,decision-flip margin repair,1
2,stale_evidence,stale_evidence,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,4.7256,trusted agent semantic field,1
2,stale_evidence,stale_evidence,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,12.195,provenance-blind signed majority,1
2,stale_evidence,stale_evidence,1,within_model,TTL,0,ALLOW,1,1,0,0,0,4.7888,fixed-window evidence reuse,1
2,stale_evidence,stale_evidence,1,within_model,FULL,0,DENY,0,0,0,5,14,48.4066,full provenance-aware refresh,1
2,stale_evidence,stale_evidence,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,32.288,minimum-cost positive witness repair,1
2,stale_evidence,stale_evidence,1,within_model,DFMR,0,DENY,0,0,0,3,10,48.2877,decision-flip margin repair,1
2,version_race,version_race,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,4.7115,trusted agent semantic field,1
2,version_race,version_race,1,within_model,MAJORITY,0,STEP_UP,0,0,0,5,14,61.2197,version conflict at bound dispatch,1
2,version_race,version_race,1,within_model,TTL,0,ALLOW,1,1,0,0,0,25.0961,fixed-window evidence reuse,1
2,version_race,version_race,1,within_model,FULL,0,STEP_UP,0,0,0,5,14,75.5865,version conflict at bound dispatch,1
2,version_race,version_race,1,within_model,CWR,0,STEP_UP,0,0,0,0,0,2.9144,version conflict at bound dispatch,1
2,version_race,version_race,1,within_model,DFMR,0,STEP_UP,0,0,0,0,0,2.9418,version conflict at bound dispatch,1
2,evidence_denial,availability,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,4.1167,trusted agent semantic field,1
2,evidence_denial,availability,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,9.9865,provenance-blind signed majority,1
2,evidence_denial,availability,1,within_model,TTL,0,DENY,0,0,0,0,0,3.0696,fixed-window evidence reuse,1
2,evidence_denial,availability,1,within_model,FULL,0,STEP_UP,0,0,0,5,14,42.9774,full provenance-aware refresh,1
2,evidence_denial,availability,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,7.9276,minimum-cost positive witness repair,1
2,evidence_denial,availability,1,within_model,DFMR,0,STEP_UP,0,0,0,5,14,33.7259,decision-flip margin repair,1
2,amount_mutation,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,3.3078,AP2 constraint violation: Amount 49000 exceeds maximum 20000,0
2,amount_mutation,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,2.9221,AP2 constraint violation: Amount 49000 exceeds maximum 20000,0
2,amount_mutation,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,2.993,AP2 constraint violation: Amount 49000 exceeds maximum 20000,0
2,amount_mutation,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,3.3784,AP2 constraint violation: Amount 49000 exceeds maximum 20000,0
2,amount_mutation,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,3.0266,AP2 constraint violation: Amount 49000 exceeds maximum 20000,0
2,amount_mutation,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,3.3305,AP2 constraint violation: Amount 49000 exceeds maximum 20000,0
2,merchant_substitution,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,2.8449,AP2 constraint violation: Payee merchant-evil not in allowed list,0
2,merchant_substitution,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,2.9911,AP2 constraint violation: Payee merchant-evil not in allowed list,0
2,merchant_substitution,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,2.8719,AP2 constraint violation: Payee merchant-evil not in allowed list,0
2,merchant_substitution,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,2.7505,AP2 constraint violation: Payee merchant-evil not in allowed list,0
2,merchant_substitution,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,2.9169,AP2 constraint violation: Payee merchant-evil not in allowed list,0
2,merchant_substitution,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,3.2072,AP2 constraint violation: Payee merchant-evil not in allowed list,0
2,currency_substitution,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,2.8382,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
2,currency_substitution,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,3.6666,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
2,currency_substitution,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,3.1488,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
2,currency_substitution,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,2.8182,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
2,currency_substitution,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,3.1634,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
2,currency_substitution,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,2.676,"AP2 constraint violation: Currency mismatch: expected USD, got EUR",0
2,evidence_signature_tampering,cryptographic_integrity,1,within_model,AP2_ONLY,0,ALLOW,1,1,0,0,0,8.0284,trusted agent semantic field,1
2,evidence_signature_tampering,cryptographic_integrity,1,within_model,MAJORITY,0,ALLOW,1,1,0,5,14,64.6056,provenance-blind signed majority,1
2,evidence_signature_tampering,cryptographic_integrity,1,within_model,TTL,0,DENY,0,0,0,0,0,3.0074,fixed-window evidence reuse,1
2,evidence_signature_tampering,cryptographic_integrity,1,within_model,FULL,0,STEP_UP,0,0,0,5,14,77.6245,full provenance-aware refresh,1
2,evidence_signature_tampering,cryptographic_integrity,1,within_model,CWR,0,STEP_UP,0,0,0,3,10,7.1107,minimum-cost positive witness repair,1
2,evidence_signature_tampering,cryptographic_integrity,1,within_model,DFMR,0,STEP_UP,0,0,0,5,14,22.0184,decision-flip margin repair,1
2,ap2_token_tampering,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,0.1071,AP2 verification error: ValueError,0
2,ap2_token_tampering,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,0.0702,AP2 verification error: ValueError,0
2,ap2_token_tampering,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,0.071,AP2 verification error: ValueError,0
2,ap2_token_tampering,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,0.0526,AP2 verification error: ValueError,0
2,ap2_token_tampering,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,0.0674,AP2 verification error: ValueError,0
2,ap2_token_tampering,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,0.0628,AP2 verification error: ValueError,0
2,ap2_nonce_replay,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,1.434,AP2 verification error: ValueError,0
2,ap2_nonce_replay,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,1.4504,AP2 verification error: ValueError,0
2,ap2_nonce_replay,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,1.1716,AP2 verification error: ValueError,0
2,ap2_nonce_replay,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,1.323,AP2 verification error: ValueError,0
2,ap2_nonce_replay,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,1.2885,AP2 verification error: ValueError,0
2,ap2_nonce_replay,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,1.7804,AP2 verification error: ValueError,0
2,ap2_audience_confusion,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,1.4587,AP2 verification error: ValueError,0
2,ap2_audience_confusion,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,1.2959,AP2 verification error: ValueError,0
2,ap2_audience_confusion,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,1.3022,AP2 verification error: ValueError,0
2,ap2_audience_confusion,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,1.3411,AP2 verification error: ValueError,0
2,ap2_audience_confusion,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,1.3674,AP2 verification error: ValueError,0
2,ap2_audience_confusion,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,1.388,AP2 verification error: ValueError,0
2,ap2_transaction_swap,mandate_binding,1,within_model,AP2_ONLY,1,DENY,0,0,0,0,0,2.8448,"AP2 constraint violation: Payment transaction_id mismatch: expected op-002-18-ap2_only-swap, got op-002-18-ap2_only",0
2,ap2_transaction_swap,mandate_binding,1,within_model,MAJORITY,1,DENY,0,0,0,0,0,3.0788,"AP2 constraint violation: Payment transaction_id mismatch: expected op-002-18-majority-swap, got op-002-18-majority",0
2,ap2_transaction_swap,mandate_binding,1,within_model,TTL,1,DENY,0,0,0,0,0,3.0146,"AP2 constraint violation: Payment transaction_id mismatch: expected op-002-18-ttl-swap, got op-002-18-ttl",0
2,ap2_transaction_swap,mandate_binding,1,within_model,FULL,1,DENY,0,0,0,0,0,2.9576,"AP2 constraint violation: Payment transaction_id mismatch: expected op-002-18-full-swap, got op-002-18-full",0
2,ap2_transaction_swap,mandate_binding,1,within_model,CWR,1,DENY,0,0,0,0,0,2.9915,"AP2 constraint violation: Payment transaction_id mismatch: expected op-002-18-cwr-swap, got op-002-18-cwr",0
2,ap2_transaction_swap,mandate_binding,1,within_model,DFMR,1,DENY,0,0,0,0,0,2.9469,"AP2 constraint violation: Payment transaction_id mismatch: expected op-002-18-dfmr-swap, got op-002-18-dfmr",0
2,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,AP2_ONLY,0,ALLOW,1,1,0,0,0,13.203,trusted agent semantic field,1
2,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,MAJORITY,0,ALLOW,1,1,0,5,14,62.7449,provenance-blind signed majority,1
2,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,TTL,0,DENY,0,0,0,0,0,2.9949,fixed-window evidence reuse,1
2,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,FULL,0,ALLOW,1,1,0,5,14,94.9379,full provenance-aware refresh,1
2,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,CWR,0,ALLOW,1,1,0,2,5,7.4749,minimum-cost positive witness repair,1
2,fault_budget_exceeded,assumption_break,1,violated:f_actual_gt_f,DFMR,0,ALLOW,1,1,0,2,5,30.8449,decision-flip margin repair,1
2,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,AP2_ONLY,0,ALLOW,1,1,0,0,0,4.1808,trusted agent semantic field,1
2,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,MAJORITY,0,ALLOW,1,1,0,5,14,10.0773,provenance-blind signed majority,1
2,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,TTL,0,DENY,0,0,0,0,0,3.0002,fixed-window evidence reuse,1
2,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,FULL,0,STEP_UP,0,0,0,5,14,48.0557,full provenance-aware refresh,1
2,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,CWR,0,ALLOW,1,1,0,2,3,35.9363,minimum-cost positive witness repair,1
2,hidden_shared_dependency,assumption_break,1,violated:incomplete_provenance,DFMR,0,ALLOW,1,1,0,2,3,13.7728,decision-flip margin repair,1
